YEAR,MONTH,DAY,COUNTRY,SESSION_ID,PAGE1,PAGE2,COLOUR,LOCATION,MODEL_PHOTOGRAPHY,PRICE,PRICE2,PAGE,converted,revenue
2008,6,18,India,2813,trousers,P029,burgundy,2,profile,194.88,2,3,0,0.0
2008,5,14,France,8778,skirts,P064,red,2,en face,26.14,1,5,0,0.0
2008,6,24,Australia,8996,skirts,P110,white,6,profile,48.83,1,5,0,0.0
2008,6,7,UK,2550,skirts,P186,brown,2,profile,65.56,1,5,0,0.0
2008,6,4,Italy,6070,sale,P098,olive,4,en face,162.98,2,1,0,0.0
2008,6,8,India,3170,trousers,P063,blue,3,en face,172.94,2,1,0,0.0
2008,8,28,Germany,7055,skirts,P169,navy blue,6,profile,158.55,2,1,0,0.0
2008,5,27,Germany,4829,sale,P052,brown,1,profile,36.54,1,5,0,0.0
2008,4,15,France,9571,trousers,P193,pink,5,profile,91.68,1,5,0,0.0
2008,4,22,Sweden,1260,skirts,P121,olive,6,en face,97.52,1,1,0,0.0
2008,4,23,Australia,8713,sale,P202,violet,1,profile,12.67,1,3,0,0.0
2008,6,8,UK,3662,sale,P002,red,6,profile,128.97,2,5,0,0.0
2008,7,8,France,7923,sale,P015,blue,4,en face,61.73,1,5,0,0.0
2008,4,10,UK,1025,trousers,P122,olive,5,en face,173.02,2,1,0,0.0
2008,6,25,Italy,4966,skirts,P040,olive,5,en face,131.61,2,2,0,0.0
2008,4,13,USA,753,sale,P091,brown,6,en face,173.52,2,5,0,0.0
2008,4,27,France,3943,blouses,P088,black,4,profile,25.26,1,2,0,0.0
2008,8,23,India,3711,sale,P033,gray,6,en face,180.03,2,2,1,340.43
2008,7,5,Italy,9961,blouses,P212,pink,4,en face,142.88,2,2,0,0.0
2008,5,13,Australia,1952,skirts,P075,gray,1,profile,150.57,2,4,0,0.0
2008,6,17,Australia,6315,sale,P001,green,3,en face,81.31,1,5,0,0.0
2008,5,1,Italy,352,sale,P229,white,3,profile,21.74,1,2,1,55.63
2008,5,1,France,1512,trousers,P053,pink,5,profile,177.07,2,3,0,0.0
2008,5,14,Italy,4830,trousers,P259,olive,2,en face,114.52,2,5,0,0.0
2008,4,24,USA,9617,blouses,P153,red,4,profile,117.19,2,5,0,0.0
2008,4,19,Australia,3747,skirts,P218,green,6,profile,74.82,1,3,0,0.0
2008,4,21,UK,5800,trousers,P152,gray,3,profile,185.98,2,1,0,0.0
2008,6,18,France,702,sale,P173,pink,1,profile,71.28,1,5,0,0.0
2008,4,28,Germany,3694,sale,P066,violet,4,en face,163.98,2,2,0,0.0
2008,6,14,Germany,4615,sale,P293,beige,5,profile,155.72,2,3,0,0.0
2008,5,22,Germany,7214,blouses,P219,blue,4,en face,42.3,1,4,0,0.0
2008,4,5,India,562,trousers,P169,black,1,profile,163.82,2,1,0,0.0
2008,7,14,UK,2319,blouses,P076,olive,6,profile,10.27,1,4,0,0.0
2008,5,14,Italy,3099,sale,P074,navy blue,4,en face,149.6,2,3,0,0.0
2008,6,28,USA,4839,trousers,P043,olive,2,en face,75.69,1,1,0,0.0
2008,4,19,India,3151,skirts,P226,navy blue,1,profile,53.71,1,1,0,0.0
2008,6,28,France,5609,sale,P237,navy blue,6,profile,167.28,2,3,0,0.0
2008,4,24,France,4300,skirts,P027,burgundy,4,profile,195.84,2,3,0,0.0
2008,7,14,UK,4619,trousers,P203,gray,2,profile,37.87,1,4,0,0.0
2008,8,5,India,4075,blouses,P092,black,3,profile,75.47,1,5,0,0.0
2008,7,18,Australia,3995,blouses,P087,violet,5,profile,138.87,2,5,0,0.0
2008,7,3,India,6374,trousers,P282,gray,2,en face,86.12,1,4,0,0.0
2008,4,16,USA,6168,trousers,P004,burgundy,1,en face,197.3,2,5,1,517.26
2008,6,16,UK,1048,blouses,P140,brown,2,en face,23.51,1,3,0,0.0
2008,6,3,Australia,2940,trousers,P171,blue,6,en face,115.52,2,3,0,0.0
2008,5,25,UK,1809,sale,P038,gray,3,profile,28.9,1,1,0,0.0
2008,4,2,Sweden,3167,trousers,P130,violet,2,profile,53.67,1,5,0,0.0
2008,4,17,Germany,415,blouses,P277,pink,3,en face,175.57,2,2,0,0.0
2008,4,27,Sweden,1341,sale,P004,black,3,en face,11.36,1,5,0,0.0
2008,7,21,Germany,9372,trousers,P206,beige,5,en face,153.98,2,1,0,0.0
2008,6,16,India,7741,skirts,P184,beige,1,profile,193.86,2,3,0,0.0
2008,5,25,France,5061,trousers,P052,pink,4,profile,167.5,2,4,0,0.0
2008,5,10,Australia,4634,skirts,P135,gray,2,en face,44.19,1,1,0,0.0
2008,4,2,India,4610,blouses,P007,green,4,en face,142.75,2,2,0,0.0
2008,7,9,Australia,7367,skirts,P261,black,1,profile,67.1,1,1,0,0.0
2008,6,22,Italy,1470,sale,P231,violet,3,en face,89.54,1,3,0,0.0
2008,5,28,Germany,1711,blouses,P132,navy blue,3,en face,165.02,2,2,0,0.0
2008,8,8,Sweden,6271,skirts,P112,black,5,profile,171.02,2,5,1,417.56
2008,6,6,Australia,8733,trousers,P019,blue,2,profile,129.38,2,1,0,0.0
2008,6,16,Italy,2272,blouses,P207,olive,2,en face,22.39,1,2,0,0.0
2008,5,5,Sweden,1584,skirts,P252,white,4,en face,134.68,2,3,0,0.0
2008,7,22,UK,1413,trousers,P220,blue,3,en face,194.6,2,2,0,0.0
2008,4,11,UK,4112,blouses,P168,blue,6,en face,70.64,1,1,0,0.0
2008,7,21,India,7653,skirts,P197,pink,6,profile,64.73,1,2,0,0.0
2008,6,17,USA,6694,trousers,P211,violet,1,profile,147.05,2,4,0,0.0
2008,8,2,Australia,1723,sale,P187,white,1,profile,137.96,2,4,0,0.0
2008,7,26,USA,2025,skirts,P134,black,5,en face,77.81,1,2,0,0.0
2008,8,3,France,2213,trousers,P119,red,1,en face,180.64,2,2,0,0.0
2008,5,11,Italy,1508,skirts,P092,brown,1,profile,193.99,2,4,0,0.0
2008,7,1,Italy,2623,blouses,P085,burgundy,5,profile,70.59,1,4,0,0.0
2008,6,5,Italy,5291,trousers,P030,violet,5,en face,106.41,1,2,0,0.0
2008,7,13,USA,9129,sale,P237,navy blue,2,en face,17.08,1,1,0,0.0
2008,6,17,France,1322,blouses,P059,pink,5,en face,28.37,1,5,0,0.0
2008,4,9,Australia,843,skirts,P170,gray,2,profile,172.23,2,4,0,0.0
2008,6,25,Germany,1147,blouses,P265,pink,2,en face,18.33,1,1,0,0.0
2008,7,8,Australia,3625,skirts,P053,blue,3,profile,25.0,1,2,0,0.0
2008,7,28,Australia,4281,blouses,P070,violet,3,en face,186.0,2,2,0,0.0
2008,8,15,UK,9011,skirts,P088,pink,3,profile,188.73,2,1,0,0.0
2008,6,28,Italy,8987,trousers,P057,olive,1,profile,192.23,2,1,0,0.0
2008,5,5,USA,4682,sale,P226,olive,4,en face,190.19,2,2,0,0.0
2008,5,27,UK,464,trousers,P144,blue,4,profile,176.35,2,3,0,0.0
2008,6,1,India,1755,blouses,P293,brown,3,profile,67.76,1,2,0,0.0
2008,6,21,UK,3937,trousers,P029,gray,5,en face,75.48,1,5,0,0.0
2008,8,16,USA,7934,trousers,P051,navy blue,3,en face,133.31,2,3,0,0.0
2008,8,18,UK,9461,sale,P092,burgundy,4,profile,159.83,2,3,0,0.0
2008,6,10,Italy,4402,sale,P098,navy blue,6,profile,72.28,1,4,0,0.0
2008,6,16,USA,4701,skirts,P180,navy blue,5,en face,85.57,1,4,0,0.0
2008,7,27,Germany,8992,trousers,P161,green,3,profile,33.79,1,2,0,0.0
2008,5,24,Sweden,379,blouses,P267,gray,2,en face,40.32,1,2,0,0.0
2008,7,6,Italy,3107,blouses,P109,green,3,profile,91.33,1,1,0,0.0
2008,7,25,France,8216,sale,P226,brown,4,profile,58.68,1,2,0,0.0
2008,4,24,USA,1336,trousers,P135,olive,1,en face,190.63,2,3,0,0.0
2008,6,18,India,1224,sale,P094,blue,6,profile,184.17,2,4,0,0.0
2008,4,27,France,3849,skirts,P168,red,2,en face,134.25,2,2,0,0.0
2008,7,18,Sweden,2717,sale,P252,violet,6,en face,127.38,2,1,0,0.0
2008,8,20,Australia,6838,blouses,P219,blue,4,en face,128.46,2,5,0,0.0
2008,7,24,USA,2953,blouses,P135,gray,4,en face,58.99,1,3,0,0.0
2008,8,2,India,1351,sale,P013,beige,1,en face,145.41,2,5,0,0.0
2008,5,19,Sweden,1083,blouses,P029,red,6,profile,42.71,1,2,0,0.0
2008,5,6,Sweden,6454,trousers,P211,brown,4,profile,197.26,2,3,1,309.3
2008,8,27,India,1812,blouses,P093,pink,2,en face,28.88,1,1,0,0.0
2008,5,28,Sweden,4122,skirts,P053,green,1,profile,110.84,2,4,0,0.0
2008,4,25,UK,1352,skirts,P198,olive,2,profile,63.99,1,3,0,0.0
2008,5,2,Italy,7818,blouses,P137,brown,2,profile,124.85,2,3,0,0.0
2008,7,17,Germany,8797,sale,P289,burgundy,4,en face,91.62,1,2,0,0.0
2008,4,14,Italy,1895,blouses,P090,pink,6,en face,36.3,1,5,0,0.0
2008,5,28,UK,6640,sale,P200,burgundy,6,profile,193.5,2,4,0,0.0
2008,7,3,USA,566,sale,P117,pink,2,en face,186.3,2,4,0,0.0
2008,7,26,France,3904,sale,P112,black,6,en face,94.66,1,4,0,0.0
2008,5,15,UK,7101,trousers,P040,beige,2,en face,157.08,2,2,0,0.0
2008,7,13,France,3674,skirts,P126,pink,2,profile,17.08,1,4,0,0.0
2008,7,22,Germany,4367,sale,P146,burgundy,6,en face,109.56,2,2,0,0.0
2008,4,17,UK,7546,blouses,P149,brown,2,en face,45.36,1,2,0,0.0
2008,6,21,Germany,1213,sale,P193,blue,2,profile,77.82,1,4,0,0.0
2008,7,11,Australia,1190,trousers,P281,burgundy,1,en face,131.5,2,1,0,0.0
2008,4,5,Sweden,3956,trousers,P292,burgundy,6,en face,154.33,2,3,0,0.0
2008,4,7,UK,899,trousers,P161,violet,2,profile,52.12,1,5,0,0.0
2008,8,7,Germany,4787,sale,P155,pink,2,profile,77.2,1,1,0,0.0
2008,6,21,India,8093,sale,P140,green,4,en face,28.05,1,2,0,0.0
2008,4,22,Australia,4603,blouses,P156,navy blue,3,profile,53.44,1,4,0,0.0
2008,6,16,France,8897,sale,P211,pink,3,en face,41.65,1,4,0,0.0
2008,7,16,France,3455,trousers,P096,violet,5,profile,182.04,2,5,0,0.0
2008,8,14,Sweden,3610,trousers,P223,brown,4,en face,107.43,2,3,0,0.0
2008,5,1,India,8158,sale,P140,brown,3,profile,94.85,1,5,0,0.0
2008,4,16,USA,8766,sale,P182,violet,1,en face,166.31,2,3,0,0.0
2008,4,3,Sweden,9678,blouses,P252,pink,1,en face,168.49,2,1,1,469.02
2008,7,14,Australia,7573,sale,P241,burgundy,3,en face,90.18,1,3,0,0.0
2008,8,19,Germany,3910,sale,P137,blue,6,profile,35.3,1,3,1,52.79
2008,5,10,Germany,4029,skirts,P053,brown,6,profile,84.83,1,5,0,0.0
2008,8,4,Germany,3932,blouses,P112,violet,3,en face,151.54,2,4,0,0.0
2008,7,4,Italy,2333,skirts,P271,blue,3,en face,151.23,2,4,0,0.0
2008,4,22,Sweden,7303,trousers,P229,beige,6,profile,194.72,2,4,0,0.0
2008,8,6,Sweden,2263,sale,P172,pink,6,en face,146.89,2,1,0,0.0
2008,4,7,Italy,9261,trousers,P218,white,2,profile,35.86,1,4,0,0.0
2008,6,13,USA,5782,skirts,P224,olive,6,en face,53.2,1,3,0,0.0
2008,8,26,USA,2596,blouses,P232,white,4,en face,90.32,1,5,0,0.0
2008,6,17,UK,7201,skirts,P233,gray,3,profile,136.13,2,3,0,0.0
2008,6,27,France,3594,skirts,P030,black,3,en face,173.89,2,4,0,0.0
2008,5,18,Australia,5217,blouses,P261,black,3,en face,12.57,1,5,0,0.0
2008,8,20,Australia,1031,sale,P246,burgundy,4,en face,50.27,1,5,0,0.0
2008,5,17,USA,7434,trousers,P180,gray,2,profile,46.92,1,2,0,0.0
2008,5,4,Germany,7878,skirts,P218,black,2,profile,20.54,1,1,1,30.37
2008,4,20,India,8824,blouses,P095,brown,6,profile,173.51,2,3,0,0.0
2008,8,11,Italy,8237,trousers,P259,pink,4,en face,50.58,1,1,0,0.0
2008,8,13,Italy,5734,trousers,P180,burgundy,5,profile,67.94,1,5,0,0.0
2008,6,11,Australia,5379,sale,P113,brown,1,en face,113.36,2,5,0,0.0
2008,4,1,Germany,7763,trousers,P090,red,3,profile,89.14,1,4,1,253.91
2008,5,9,France,1756,skirts,P281,red,1,en face,10.54,1,1,0,0.0
2008,6,6,Australia,7356,sale,P145,violet,1,en face,196.2,2,2,1,439.38
2008,4,21,Sweden,4162,sale,P103,beige,5,en face,181.61,2,5,0,0.0
2008,4,20,UK,232,trousers,P053,red,3,profile,71.42,1,3,0,0.0
2008,8,14,Australia,8105,blouses,P038,white,1,profile,142.71,2,1,0,0.0
2008,4,6,Germany,111,trousers,P117,navy blue,5,en face,39.26,1,5,0,0.0
2008,5,8,USA,5458,trousers,P165,brown,5,profile,69.89,1,5,0,0.0
2008,6,16,Italy,6709,sale,P111,beige,6,en face,163.69,2,1,0,0.0
2008,7,10,France,2515,sale,P194,navy blue,2,profile,145.36,2,3,0,0.0
2008,4,5,Australia,5962,trousers,P203,pink,6,en face,96.82,1,3,0,0.0
2008,6,21,India,4280,skirts,P176,pink,3,en face,97.85,1,1,0,0.0
2008,5,28,USA,4721,trousers,P032,pink,1,en face,55.54,1,5,0,0.0
2008,8,27,USA,2918,trousers,P154,violet,5,profile,67.79,1,2,0,0.0
2008,8,10,Sweden,9391,sale,P249,pink,3,en face,64.65,1,2,0,0.0
2008,4,27,France,2993,skirts,P163,violet,3,en face,100.07,1,4,0,0.0
2008,7,13,India,2318,trousers,P070,white,6,en face,107.9,2,2,0,0.0
2008,8,17,France,4848,trousers,P091,gray,4,profile,129.81,2,5,0,0.0
2008,8,2,India,4293,sale,P091,blue,3,profile,182.8,2,1,0,0.0
2008,4,21,UK,6992,trousers,P110,white,5,en face,17.89,1,1,0,0.0
2008,7,24,Sweden,1516,trousers,P174,blue,3,profile,159.24,2,2,0,0.0
2008,7,4,France,217,blouses,P035,red,3,en face,125.51,2,2,0,0.0
2008,7,16,USA,9214,blouses,P295,violet,5,en face,64.85,1,1,0,0.0
2008,4,2,India,9062,skirts,P115,green,1,en face,175.55,2,1,0,0.0
2008,8,7,Sweden,8418,skirts,P179,brown,4,en face,136.12,2,5,0,0.0
2008,7,20,Australia,2264,skirts,P221,red,3,en face,50.98,1,5,0,0.0
2008,7,28,Sweden,5327,blouses,P243,black,4,en face,157.27,2,4,1,227.12
2008,7,13,France,6841,skirts,P275,blue,2,profile,139.9,2,2,0,0.0
2008,8,18,Sweden,8499,skirts,P055,beige,3,profile,145.13,2,5,0,0.0
2008,8,14,USA,6011,sale,P012,beige,3,en face,61.96,1,2,0,0.0
2008,7,4,Germany,894,blouses,P043,pink,1,profile,140.52,2,3,0,0.0
2008,6,15,India,1491,blouses,P251,gray,2,profile,115.63,2,1,0,0.0
2008,8,26,France,3004,trousers,P046,black,1,profile,118.46,2,2,0,0.0
2008,5,16,USA,1851,sale,P146,violet,3,en face,192.66,2,3,0,0.0
2008,7,6,Italy,5200,blouses,P108,gray,6,en face,123.54,2,1,0,0.0
2008,8,24,Italy,6381,sale,P211,red,2,profile,198.61,2,4,0,0.0
2008,4,16,Italy,325,skirts,P014,white,3,en face,53.0,1,4,0,0.0
2008,6,8,USA,1216,blouses,P277,green,2,profile,91.01,1,2,0,0.0
2008,7,25,India,2900,sale,P189,pink,4,profile,114.05,2,4,0,0.0
2008,8,6,India,2934,sale,P049,navy blue,5,en face,43.52,1,1,1,55.3
2008,8,3,India,3659,sale,P216,brown,1,profile,13.21,1,1,0,0.0
2008,8,10,France,8679,skirts,P020,green,1,en face,58.56,1,2,0,0.0
2008,4,9,USA,6674,blouses,P075,black,2,en face,43.41,1,3,0,0.0
2008,6,11,Italy,7973,skirts,P141,pink,3,profile,103.87,1,3,0,0.0
2008,6,26,India,8587,blouses,P013,pink,3,profile,162.14,2,2,1,291.1
2008,5,16,USA,6170,skirts,P056,beige,3,en face,61.35,1,1,0,0.0
2008,5,28,India,9725,trousers,P289,green,1,profile,178.25,2,2,0,0.0
2008,5,12,USA,1130,trousers,P128,red,6,en face,77.68,1,4,0,0.0
2008,4,4,Italy,8857,trousers,P250,green,2,en face,62.5,1,4,0,0.0
2008,6,4,Australia,2919,blouses,P294,white,2,en face,146.37,2,1,0,0.0
2008,8,7,India,3903,skirts,P248,white,3,profile,171.31,2,5,0,0.0
2008,7,2,Germany,7948,skirts,P198,green,2,en face,193.44,2,3,0,0.0
2008,4,22,Sweden,9098,blouses,P097,white,1,en face,120.6,2,3,0,0.0
2008,7,12,UK,3828,trousers,P201,burgundy,2,en face,32.47,1,5,0,0.0
2008,7,6,UK,4924,skirts,P232,blue,5,profile,153.82,2,2,0,0.0
2008,7,4,France,209,trousers,P043,burgundy,5,profile,85.32,1,4,0,0.0
2008,8,8,India,3255,trousers,P005,red,3,en face,194.39,2,4,0,0.0
2008,7,15,USA,2796,blouses,P064,olive,4,en face,17.06,1,3,0,0.0
2008,5,9,Sweden,5107,skirts,P085,green,3,en face,63.38,1,3,0,0.0
2008,4,17,France,9012,blouses,P160,burgundy,2,profile,145.18,2,5,0,0.0
2008,6,16,USA,799,blouses,P019,red,4,en face,58.13,1,5,0,0.0
2008,7,15,Germany,9106,sale,P057,green,2,profile,119.26,2,4,0,0.0
2008,4,19,India,735,sale,P078,black,3,en face,152.71,2,4,0,0.0
2008,5,14,Germany,2245,trousers,P172,beige,6,en face,35.05,1,4,0,0.0
2008,8,17,Italy,179,trousers,P140,green,4,en face,190.03,2,4,1,263.6
2008,6,16,India,5831,blouses,P002,blue,3,en face,63.02,1,4,0,0.0
2008,5,14,USA,7009,trousers,P054,burgundy,3,profile,118.47,2,4,0,0.0
2008,7,4,India,1175,blouses,P178,white,6,profile,37.13,1,1,0,0.0
2008,4,1,India,6643,sale,P259,pink,3,profile,51.82,1,3,0,0.0
2008,6,8,UK,5849,sale,P296,burgundy,4,en face,56.04,1,2,0,0.0
2008,5,3,India,1832,skirts,P100,green,4,en face,150.27,2,1,0,0.0
2008,5,22,USA,7996,sale,P106,pink,2,profile,88.59,1,5,0,0.0
2008,8,28,UK,9280,skirts,P005,pink,1,en face,15.98,1,5,0,0.0
2008,4,3,India,7898,sale,P206,pink,1,en face,28.65,1,1,0,0.0
2008,5,23,Sweden,8598,blouses,P213,brown,2,profile,98.75,1,3,0,0.0
2008,5,15,India,8523,sale,P098,green,5,profile,157.71,2,3,0,0.0
2008,8,25,Sweden,199,sale,P090,brown,4,en face,112.36,2,3,0,0.0
2008,8,18,UK,7929,trousers,P295,green,2,profile,120.58,2,5,0,0.0
2008,8,13,USA,7077,trousers,P014,burgundy,1,en face,59.06,1,4,0,0.0
2008,5,20,France,9285,blouses,P092,navy blue,2,profile,162.53,2,3,0,0.0
2008,4,22,USA,1098,skirts,P110,black,1,en face,42.68,1,1,0,0.0
2008,4,12,Germany,549,skirts,P121,white,3,profile,160.29,2,1,1,348.26
2008,5,9,USA,6909,trousers,P131,beige,4,en face,177.86,2,2,0,0.0
2008,8,20,Australia,8230,trousers,P276,burgundy,4,profile,134.36,2,2,0,0.0
2008,4,22,Italy,4707,skirts,P177,beige,2,profile,92.14,1,4,0,0.0
2008,8,13,Sweden,6913,sale,P089,black,5,en face,15.76,1,4,1,39.34
2008,8,28,Sweden,3370,blouses,P057,red,3,en face,198.12,2,3,0,0.0
2008,6,15,USA,7584,blouses,P026,gray,6,en face,112.26,2,5,0,0.0
2008,8,25,Australia,2533,blouses,P178,violet,4,en face,88.85,1,3,0,0.0
2008,5,7,Australia,4056,sale,P093,green,5,profile,167.75,2,4,0,0.0
2008,5,4,UK,2315,sale,P157,green,1,en face,85.76,1,2,0,0.0
2008,6,7,Sweden,6654,blouses,P268,brown,1,en face,199.91,2,5,0,0.0
2008,5,4,Sweden,6886,skirts,P102,navy blue,5,profile,53.74,1,5,0,0.0
2008,7,8,USA,5938,sale,P158,blue,4,profile,102.87,1,1,0,0.0
2008,6,23,Sweden,2816,blouses,P214,beige,2,profile,121.85,2,1,0,0.0
2008,7,22,India,3438,sale,P075,black,2,en face,194.74,2,1,0,0.0
2008,7,22,USA,3881,sale,P030,pink,6,en face,100.32,1,3,0,0.0
2008,4,1,Australia,4158,trousers,P294,gray,4,profile,67.51,1,2,0,0.0
2008,5,24,Germany,67,trousers,P203,burgundy,4,profile,78.99,1,1,0,0.0
2008,8,26,UK,7867,sale,P032,violet,2,en face,79.64,1,2,0,0.0
2008,7,19,UK,617,blouses,P288,brown,1,profile,162.27,2,2,0,0.0
2008,8,15,UK,1119,skirts,P035,gray,4,profile,197.79,2,4,0,0.0
2008,4,12,UK,3261,sale,P184,violet,3,profile,19.59,1,5,0,0.0
2008,6,16,Sweden,3402,trousers,P077,brown,5,en face,166.53,2,2,0,0.0
2008,8,18,Australia,3693,skirts,P025,burgundy,6,profile,59.27,1,1,0,0.0
2008,4,24,Australia,938,blouses,P088,brown,4,profile,146.53,2,4,0,0.0
2008,7,12,Sweden,6605,blouses,P096,gray,5,en face,98.53,1,4,0,0.0
2008,4,17,USA,2573,blouses,P171,red,6,profile,129.53,2,4,0,0.0
2008,7,22,Sweden,7537,skirts,P048,red,4,en face,59.18,1,5,0,0.0
2008,5,23,Italy,6325,blouses,P069,olive,5,en face,139.2,2,4,0,0.0
2008,7,4,UK,623,blouses,P051,navy blue,1,profile,145.05,2,4,0,0.0
2008,4,4,India,1682,sale,P211,navy blue,3,profile,26.18,1,3,0,0.0
2008,6,26,France,2127,sale,P113,red,2,en face,91.21,1,1,0,0.0
2008,7,26,Australia,788,trousers,P004,white,3,en face,163.18,2,3,0,0.0
2008,4,14,India,3333,skirts,P177,red,5,profile,54.95,1,2,0,0.0
2008,4,2,India,7237,skirts,P073,gray,5,profile,37.84,1,2,0,0.0
2008,5,11,France,1093,blouses,P044,olive,1,profile,110.73,2,3,0,0.0
2008,6,6,Italy,9104,sale,P214,black,2,en face,173.4,2,5,0,0.0
2008,7,15,India,5021,trousers,P167,olive,6,en face,160.78,2,1,0,0.0
2008,5,10,USA,9354,skirts,P139,navy blue,2,en face,180.22,2,5,0,0.0
2008,8,26,Sweden,5945,skirts,P051,green,5,profile,64.08,1,5,0,0.0
2008,5,16,India,3281,trousers,P239,burgundy,4,en face,126.47,2,3,0,0.0
2008,8,13,India,8187,blouses,P043,green,2,en face,105.83,2,3,0,0.0
2008,6,19,Germany,2202,blouses,P029,beige,3,en face,163.01,2,1,0,0.0
2008,4,3,Italy,1161,skirts,P128,beige,2,profile,56.54,1,2,0,0.0
2008,6,6,Italy,5582,skirts,P217,black,6,profile,72.75,1,2,0,0.0
2008,5,27,USA,3593,skirts,P259,beige,6,en face,107.68,2,2,0,0.0
2008,4,19,USA,3953,trousers,P173,white,1,profile,185.63,2,5,0,0.0
2008,7,22,Australia,9692,skirts,P240,beige,5,en face,103.17,1,5,0,0.0
2008,7,23,Australia,6248,sale,P048,gray,1,profile,121.04,2,4,0,0.0
2008,5,2,USA,4154,skirts,P104,burgundy,2,profile,132.28,2,5,1,346.36
2008,8,5,Germany,479,trousers,P205,olive,1,profile,176.12,2,5,0,0.0
2008,4,11,Australia,1353,trousers,P178,blue,4,profile,169.23,2,1,0,0.0
2008,7,17,Australia,4310,sale,P259,navy blue,6,en face,11.71,1,3,0,0.0
2008,4,28,Italy,5699,skirts,P154,olive,6,en face,120.81,2,3,0,0.0
2008,7,16,India,2648,skirts,P269,olive,4,en face,24.04,1,3,0,0.0
2008,7,6,Italy,8461,skirts,P290,beige,4,profile,129.29,2,3,1,131.21
2008,4,9,France,8199,sale,P094,violet,6,profile,13.45,1,5,0,0.0
2008,7,18,Sweden,7690,blouses,P203,violet,5,en face,122.21,2,1,0,0.0
2008,5,8,France,9258,sale,P266,blue,3,profile,72.27,1,2,0,0.0
2008,4,23,Sweden,2590,trousers,P164,blue,4,profile,181.21,2,5,0,0.0
2008,6,25,Sweden,1034,skirts,P266,green,5,profile,147.31,2,4,0,0.0
2008,7,25,France,4687,sale,P223,blue,2,profile,135.52,2,2,0,0.0
2008,8,5,Australia,5012,trousers,P016,olive,4,profile,92.65,1,1,0,0.0
2008,5,14,Italy,2599,skirts,P225,olive,5,en face,181.92,2,1,0,0.0
2008,4,14,India,5820,skirts,P143,blue,3,en face,167.31,2,1,0,0.0
2008,4,6,Sweden,4609,skirts,P050,burgundy,6,en face,47.01,1,3,0,0.0
2008,6,13,USA,8471,sale,P047,white,2,en face,58.6,1,5,0,0.0
2008,5,7,Italy,9041,blouses,P225,black,6,en face,189.63,2,5,0,0.0
2008,7,28,USA,7451,blouses,P261,black,6,en face,115.75,2,3,0,0.0
2008,7,14,India,4672,sale,P014,navy blue,1,en face,128.28,2,1,0,0.0
2008,6,1,France,5584,blouses,P179,brown,6,en face,94.91,1,2,0,0.0
2008,8,14,India,3718,sale,P230,white,4,en face,157.44,2,1,0,0.0
2008,7,13,Sweden,9328,trousers,P042,brown,2,en face,21.25,1,2,0,0.0
2008,5,21,Germany,3929,sale,P267,green,2,profile,14.71,1,4,0,0.0
2008,4,6,France,3618,skirts,P290,burgundy,5,en face,75.56,1,3,0,0.0
2008,5,12,USA,1426,sale,P138,gray,5,profile,137.32,2,3,0,0.0
2008,4,26,USA,9379,blouses,P043,white,3,profile,160.54,2,4,0,0.0
2008,6,13,Germany,2920,skirts,P182,black,2,en face,30.56,1,5,0,0.0
2008,6,7,Italy,3820,trousers,P012,burgundy,6,en face,149.23,2,5,1,154.1
2008,8,8,India,1872,trousers,P226,red,4,en face,96.46,1,5,0,0.0
2008,7,14,Germany,5488,trousers,P009,black,6,en face,20.58,1,2,0,0.0
2008,4,5,France,481,blouses,P038,black,6,en face,28.62,1,4,0,0.0
2008,7,23,France,5973,sale,P177,red,4,en face,87.21,1,5,0,0.0
2008,8,1,UK,9601,blouses,P254,green,3,profile,185.19,2,5,0,0.0
2008,6,21,USA,2889,skirts,P071,burgundy,4,en face,184.99,2,1,0,0.0
2008,8,3,UK,6687,blouses,P046,white,2,profile,183.47,2,1,0,0.0
2008,4,7,India,6316,skirts,P133,brown,6,en face,22.21,1,2,0,0.0
2008,4,4,France,528,blouses,P058,red,4,en face,162.57,2,1,1,418.97
2008,8,3,UK,4130,skirts,P173,olive,4,en face,26.14,1,5,0,0.0
2008,5,22,Germany,723,sale,P091,red,4,profile,19.57,1,4,1,36.32
2008,4,2,India,5121,skirts,P254,olive,1,en face,131.48,2,2,0,0.0
2008,5,9,Italy,4723,blouses,P086,pink,2,profile,156.88,2,3,0,0.0
2008,5,16,USA,221,trousers,P110,brown,3,profile,90.02,1,2,0,0.0
2008,7,22,France,9189,blouses,P237,green,2,en face,113.1,2,5,0,0.0
2008,7,23,India,1936,sale,P063,gray,5,en face,177.97,2,2,0,0.0
2008,5,15,India,345,sale,P298,green,4,profile,73.46,1,2,0,0.0
2008,6,25,USA,8333,skirts,P056,violet,6,en face,110.63,2,1,0,0.0
2008,6,18,Italy,9675,sale,P215,red,2,profile,45.11,1,5,0,0.0
2008,6,17,UK,4484,blouses,P020,pink,1,en face,14.97,1,4,1,36.61
2008,8,6,Germany,9707,trousers,P068,blue,6,profile,37.45,1,5,0,0.0
2008,6,22,Germany,8487,trousers,P212,brown,3,en face,32.19,1,3,0,0.0
2008,8,8,France,9217,sale,P228,black,2,en face,83.79,1,5,0,0.0
2008,5,24,Germany,6904,sale,P026,pink,2,profile,92.86,1,2,0,0.0
2008,4,28,UK,9155,sale,P214,gray,3,en face,124.03,2,5,0,0.0
